Station,Datetime,Temp,WindSpd,WindDir,Humid,VapPress,DewPt,LocPres,GroundTemp
통영,2024-01-10 19:00,5.1,3.1,50,64,5.6,-1.1,1015.4,3
통영,2024-01-10 20:00,4.3,3.4,20,68,5.7,-1,1015.6,1.5
통영,2024-01-10 21:00,3.8,2.4,20,69,5.6,-1.3,1015.9,0.8
통영,2024-01-10 22:00,2.6,2,20,73,5.4,-1.7,1016,0.1
통영,2024-01-10 23:00,2.1,1.2,20,75,5.4,-1.8,1016.2,0.5
통영,2024-01-11 0:00,1.7,1.8,20,76,5.3,-2,1016.1,0.2
통영,2024-01-11 1:00,1.6,1.5,50,75,5.2,-2.3,1015.8,0
통영,2024-01-11 2:00,1.3,1,50,78,5.2,-2.1,1015.9,-0.5
통영,2024-01-11 3:00,1.8,0.5,50,75,5.2,-2.1,1015.6,-0.8
통영,2024-01-11 4:00,1,2.2,20,78,5.1,-2.4,1015.4,-1.1
통영,2024-01-11 5:00,1,3,50,77,5.1,-2.5,1015.3,-1.3
통영,2024-01-11 6:00,0.9,2.3,50,77,5,-2.6,1015.3,-1.5
통영,2024-01-11 7:00,0.6,2.1,50,79,5,-2.6,1015.7,-1.8
통영,2024-01-11 8:00,0.5,1.8,20,79,5,-2.7,1015.8,-1.7
통영,2024-01-11 9:00,1.2,2.1,50,76,5.1,-2.5,1015.8,-1
통영,2024-01-11 10:00,4.9,0.2,0,64,5.6,-1.3,1015.7,-0.1
통영,2024-01-11 11:00,6.8,3.1,270,54,5.4,-1.8,1015.2,5.9
통영,2024-01-11 12:00,7.1,3.7,250,46,4.6,-3.7,1014.3,10.1
통영,2024-01-11 13:00,7.3,4.2,250,40,4.1,-5.4,1013.4,9.3
통영,2024-01-11 14:00,8.2,2.1,290,35,3.8,-6.3,1012.8,7.9
통영,2024-01-11 15:00,8.7,2.5,290,41,4.6,-3.8,1012.3,6.9
통영,2024-01-11 16:00,8.1,2.6,320,44,4.8,-3.4,1012.3,5.8
통영,2024-01-11 17:00,7.5,1.1,140,49,5.1,-2.5,1012.4,4.2
통영,2024-01-11 18:00,5.7,1.6,110,54,4.9,-2.9,1012.7,2.2
통영,2024-01-11 19:00,5.8,3.1,20,51,4.7,-3.5,1013.2,1.6
통영,2024-01-11 20:00,5.5,4.3,320,56,5.1,-2.5,1013.4,1.5
통영,2024-01-11 21:00,5,3.8,320,59,5.2,-2.3,1013.2,1.3
통영,2024-01-11 22:00,4.4,3,360,61,5.1,-2.4,1013.4,0.6
통영,2024-01-11 23:00,3.6,2.3,50,65,5.2,-2.3,1013.5,-0.1
통영,2024-01-12 0:00,3.9,2.6,20,68,5.5,-1.4,1013.3,0
통영,2024-01-12 1:00,3.6,2.5,50,72,5.7,-0.9,1013.5,0.4
통영,2024-01-12 2:00,3.8,1.9,20,73,5.8,-0.6,1013.3,0.3
통영,2024-01-12 3:00,3.7,2,20,75,6,-0.3,1013.5,0.2
통영,2024-01-12 4:00,3,1.2,50,78,5.9,-0.4,1013.3,0
통영,2024-01-12 5:00,2.5,0.4,0,83,6.1,-0.1,1013.3,-0.3
통영,2024-01-12 6:00,2.1,0.2,0,85,6.1,-0.1,1013.5,-0.6
통영,2024-01-12 7:00,2,0,0,88,6.2,0.2,1013.7,-0.7
통영,2024-01-12 8:00,2,0,0,88,6.2,0.2,1013.9,-0.6
통영,2024-01-12 9:00,3.2,0.1,0,84,6.4,0.7,1014.3,0
통영,2024-01-12 10:00,6.5,0.6,320,73,7.1,2,1014.7,1.2
통영,2024-01-12 11:00,9.8,2.7,290,58,7,1.9,1014.5,10.2
통영,2024-01-12 12:00,10.7,3,250,50,6.4,0.6,1013.7,13
통영,2024-01-12 13:00,11.1,3.5,230,50,6.6,1,1013.2,12.5
통영,2024-01-12 14:00,12,3.1,270,47,6.6,1,1012.8,11
통영,2024-01-12 15:00,11.7,3.2,270,48,6.6,1,1012.6,9.8
통영,2024-01-12 16:00,11.4,2.6,250,45,6.1,-0.1,1012.8,8.7
통영,2024-01-12 17:00,9.9,2.2,230,54,6.6,1,1013,6.8
통영,2024-01-12 18:00,8.1,1.6,250,59,6.3,0.5,1013.4,4.5
통영,2024-01-12 19:00,7.6,3.2,20,50,5.2,-2.1,1013.8,3.2
통영,2024-01-12 20:00,7.2,2.7,360,46,4.7,-3.6,1014.4,2.4
통영,2024-01-12 21:00,4.9,2.7,20,53,4.6,-3.8,1014.7,0.9
통영,2024-01-12 22:00,4.3,1.9,50,46,3.8,-6.3,1015.2,0.7
통영,2024-01-12 23:00,3,2.6,20,52,3.9,-5.9,1015.6,0.3
통영,2024-01-13 0:00,2.9,1.7,20,52,3.9,-6,1015.6,-0.3
통영,2024-01-13 1:00,2.5,1.9,50,53,3.9,-6.1,1015.9,-0.7
통영,2024-01-13 2:00,2.2,1.4,50,50,3.6,-7.1,1016.2,-1
통영,2024-01-13 3:00,1.7,1,20,50,3.5,-7.6,1016.5,-1.4
통영,2024-01-13 4:00,1.9,1,360,43,3,-9.3,1016.5,-1.6
통영,2024-01-13 5:00,1,1.4,50,44,2.9,-9.9,1016.8,-2
통영,2024-01-13 6:00,0.4,1.7,20,50,3.1,-8.8,1017.4,-2.3
통영,2024-01-13 7:00,1.4,0.3,0,47,3.2,-8.7,1018.4,-2.5
통영,2024-01-13 8:00,1.9,1.3,20,38,2.7,-10.9,1019.2,-2.5
통영,2024-01-13 9:00,4.1,4,50,33,2.7,-10.7,1019.7,-1.2
통영,2024-01-13 10:00,5.5,6.5,50,29,2.6,-11.1,1020.5,-0.2
통영,2024-01-13 11:00,7.3,2.4,50,28,2.9,-10,1020.8,4.8
통영,2024-01-13 12:00,8.5,3.2,50,27,3,-9.4,1020.5,11.1
통영,2024-01-13 13:00,8.8,3,50,25,2.8,-10.1,1020.2,11.3
통영,2024-01-13 14:00,9.6,3.2,50,25,3,-9.5,1019.9,9.3
통영,2024-01-13 15:00,9.4,3.7,50,23,2.7,-10.7,1020.7,8
통영,2024-01-13 16:00,9.1,3.4,50,23,2.7,-10.9,1021,6.7
통영,2024-01-13 17:00,7.8,2.4,50,25,2.6,-11,1021.4,4.6
통영,2024-01-13 18:00,5.4,2.4,70,26,2.3,-12.6,1021.9,1.9
통영,2024-01-13 19:00,5.2,1,110,44,3.9,-6,1022.4,1.2
통영,2024-01-13 20:00,4.5,1.1,70,53,4.5,-4.2,1022.8,0.3
통영,2024-01-13 21:00,4.2,0.7,70,53,4.4,-4.5,1023,0.4
통영,2024-01-13 22:00,3.1,2.7,50,55,4.2,-5,1023,0
통영,2024-01-13 23:00,3,0.9,50,59,4.5,-4.2,1022.8,-0.3
통영,2024-01-14 0:00,1.7,2.2,50,70,4.9,-3.1,1022.5,-0.7
통영,2024-01-14 1:00,1.5,0.9,50,72,4.9,-3,1022.5,-0.9
통영,2024-01-14 2:00,1.5,2.1,50,73,5,-2.8,1022.5,-1
통영,2024-01-14 3:00,1.6,0,0,75,5.2,-2.3,1021.9,-1.1
통영,2024-01-14 4:00,1.4,0,0,83,5.6,-1.1,1021.5,-1.2
통영,2024-01-14 5:00,1.1,0,0,84,5.6,-1.3,1021.3,-1.3
통영,2024-01-14 6:00,1.1,0,0,87,5.8,-0.8,1021.3,-1.3
통영,2024-01-14 7:00,1,0,0,89,5.8,-0.6,1021.3,-1.3
통영,2024-01-14 8:00,1.5,0,0,89,6.1,-0.1,1020.9,-0.9
통영,2024-01-14 9:00,2.5,0,0,86,6.2,0.3,1020.8,-0.3
통영,2024-01-14 10:00,7,0,0,73,7.3,2.4,1020.4,0
통영,2024-01-14 11:00,9.9,0.8,230,62,7.5,2.9,1019.6,10
통영,2024-01-14 12:00,12.6,2.3,250,57,8.2,4.2,1018.2,14.3
통영,2024-01-14 13:00,13.5,3.6,270,57,8.8,5.1,1017.2,14.5
통영,2024-01-14 14:00,13.2,3,270,58,8.8,5.1,1016.3,13.2
통영,2024-01-14 15:00,13.6,3.1,230,60,9.3,5.9,1015.5,11.3
통영,2024-01-14 16:00,13.3,3.7,250,60,9.1,5.6,1014.9,10.5
통영,2024-01-14 17:00,12.6,3.5,270,64,9.3,5.9,1014.8,9.1
통영,2024-01-14 18:00,12.2,4.2,270,68,9.6,6.4,1015,8
통영,2024-01-14 19:00,12.1,3.2,270,68,9.5,6.3,1014.8,7.7
통영,2024-01-14 20:00,12,3.5,270,71,9.9,6.8,1014.8,8.2
통영,2024-01-14 21:00,11.9,1.9,250,74,10.3,7.4,1014.7,8.8
통영,2024-01-14 22:00,11.7,2.2,320,75,10.3,7.4,1014.2,8.7
통영,2024-01-14 23:00,11,4.6,340,76,9.9,6.9,1014.3,7.8
통영,2024-01-15 0:00,10.1,3.6,320,76,9.3,6,1014.3,6.6
통영,2024-01-15 1:00,8.4,3,20,81,8.9,5.3,1014.7,4.9
통영,2024-01-15 2:00,8.2,4.7,20,67,7.3,2.4,1015.1,4.1
통영,2024-01-15 3:00,6.5,3.6,20,71,6.9,1.6,1016,2.7
통영,2024-01-15 4:00,5.3,4.2,20,70,6.2,0.2,1016.3,1.5
통영,2024-01-15 5:00,3.9,2.9,50,67,5.4,-1.6,1017.5,0.7
통영,2024-01-15 6:00,3.3,3.7,20,68,5.3,-2,1018.2,0.2
통영,2024-01-15 7:00,2.4,3.7,50,68,4.9,-2.9,1019.1,-0.2
통영,2024-01-15 8:00,1.9,3.1,50,64,4.5,-4.2,1020.2,-0.5
통영,2024-01-15 9:00,2.5,4.4,20,53,3.9,-6.1,1021.1,-0.2
통영,2024-01-15 10:00,4.2,3.6,50,45,3.7,-6.7,1021.7,0.5
통영,2024-01-15 11:00,5.9,2.9,70,36,3.3,-8,1021.7,9.6
통영,2024-01-15 12:00,7.3,2.1,20,30,3.1,-9.1,1020.8,13.2
통영,2024-01-15 13:00,8.3,3,50,25,2.7,-10.6,1020,13.2
통영,2024-01-15 14:00,9.8,2.1,160,27,3.3,-8.3,1019.5,10.8
통영,2024-01-15 15:00,9.8,3,270,30,3.6,-6.9,1019.4,9
통영,2024-01-15 16:00,9.7,1.8,290,28,3.4,-7.9,1019.2,7.6
통영,2024-01-15 17:00,7.8,2.6,320,34,3.6,-7.1,1020.3,5.6
통영,2024-01-15 18:00,6.5,2.7,20,41,4,-5.8,1021.3,3.4
통영,2024-01-15 19:00,4.8,1.8,50,43,3.7,-6.7,1021.8,1.6
통영,2024-01-15 20:00,4,3.2,20,45,3.7,-6.8,1022.6,0.5
통영,2024-01-15 21:00,3.3,2.8,50,40,3.1,-9,1023.6,0
통영,2024-01-15 22:00,3,4,50,36,2.7,-10.6,1023.9,-0.3
통영,2024-01-15 23:00,1.8,2.3,50,37,2.6,-11.3,1023.9,-0.9
통영,2024-01-16 0:00,1.6,3,20,37,2.5,-11.5,1024.2,-1.2
통영,2024-01-16 1:00,0.5,1.4,20,38,2.4,-12.2,1024,-1.8
통영,2024-01-16 2:00,0.5,2.3,50,37,2.3,-12.5,1024,-2.2
통영,2024-01-16 3:00,0.4,0.5,340,38,2.4,-12.3,1024.8,-2.7
통영,2024-01-16 4:00,-0.6,1.5,20,47,2.8,-10.5,1024.8,-3.2
통영,2024-01-16 5:00,-0.8,1.4,50,45,2.6,-11.2,1025.6,-3.6
통영,2024-01-16 6:00,-1.1,1.1,20,45,2.5,-11.5,1026.6,-3.9
통영,2024-01-16 7:00,-1.4,1.1,50,47,2.6,-11.2,1027,-4.4
통영,2024-01-16 8:00,-0.7,0.7,340,44,2.6,-11.4,1027.4,-4.4
통영,2024-01-16 9:00,1.6,3.4,50,40,2.8,-10.5,1027.8,-2.9
통영,2024-01-16 10:00,3.6,3.5,50,33,2.6,-11.2,1028.5,-1
통영,2024-01-16 11:00,5.7,3.6,50,33,3,-9.3,1028.6,4.1
통영,2024-01-16 12:00,7,2.4,340,32,3.2,-8.6,1028.2,11
통영,2024-01-16 13:00,8.6,0.9,50,33,3.7,-6.7,1027.6,12.5
통영,2024-01-16 14:00,10.1,2.7,200,38,4.7,-3.6,1027.3,10.9
통영,2024-01-16 15:00,10.6,2.7,200,40,5.1,-2.4,1027,10.3
통영,2024-01-16 16:00,9.2,2,50,40,4.6,-3.7,1027.3,8.7
통영,2024-01-16 17:00,7.8,2,360,46,4.9,-3.1,1027.8,5.9
통영,2024-01-16 18:00,5.6,2.5,70,57,5.2,-2.2,1028.3,3.1
통영,2024-01-16 19:00,4.5,1.6,20,64,5.4,-1.7,1028.7,1.8
통영,2024-01-16 20:00,3.7,2.6,50,69,5.5,-1.4,1028.8,1
통영,2024-01-16 21:00,3.4,1,50,70,5.5,-1.5,1028.8,0.6
통영,2024-01-16 22:00,3.4,3.7,50,74,5.8,-0.8,1028.3,0.3
통영,2024-01-16 23:00,2.8,1.2,50,76,5.7,-1,1028,0.2
통영,2024-01-17 0:00,2.7,1.8,50,82,6.1,0,1027.7,0
통영,2024-01-17 1:00,3.3,2.2,20,79,6.1,0,1027.5,1.6
통영,2024-01-17 2:00,4,1.2,50,75,6.1,0,1027,2.5
통영,2024-01-17 3:00,3.7,1.3,20,79,6.2,0.3,1026.6,1.8
통영,2024-01-17 4:00,3,2.7,20,85,6.4,0.7,1025.9,0.5
통영,2024-01-17 5:00,3.2,2.2,20,87,6.7,1.2,1025.7,1
통영,2024-01-17 6:00,3.7,1.6,50,83,6.6,1,1025.5,2.2
통영,2024-01-17 7:00,3.6,1.1,340,82,6.5,0.8,1025.5,1.5
통영,2024-01-17 8:00,3.8,0.8,360,82,6.6,1,1025.3,2.4
통영,2024-01-17 9:00,4.7,0.5,320,82,7,1.8,1025.3,4.6
통영,2024-01-17 10:00,6.6,0.6,340,76,7.4,2.6,1025.9,8.1
통영,2024-01-17 11:00,7.2,1.9,20,73,7.4,2.6,1025.3,8
통영,2024-01-17 12:00,8.3,0.5,230,71,7.7,3.3,1023.8,10.9
통영,2024-01-17 13:00,8.8,1.1,200,70,7.9,3.6,1022,11.7
통영,2024-01-17 14:00,9.2,0.8,200,68,7.8,3.5,1021.1,10.4
통영,2024-01-17 15:00,9.5,0.6,200,69,8.1,4,1020.6,10.7
통영,2024-01-17 16:00,9.7,0,0,70,8.4,4.4,1020.4,9.7
통영,2024-01-17 17:00,8.8,2.7,20,70,7.9,3.6,1020.1,8.5
통영,2024-01-17 18:00,8.3,2.8,20,71,7.7,3.3,1020.1,7.6
통영,2024-01-17 19:00,7.7,2.2,20,72,7.5,2.9,1019.9,6.6
통영,2024-01-17 20:00,7.8,1.4,20,73,7.7,3.2,1019.8,6.6
통영,2024-01-17 21:00,8.3,1,20,72,7.8,3.5,1019.4,6.9
통영,2024-01-17 22:00,8.4,1.1,340,72,7.9,3.6,1019.3,7
통영,2024-01-17 23:00,8.3,1.2,200,78,8.5,4.6,1018.4,7
통영,2024-01-18 0:00,8.2,0.8,90,79,8.5,4.7,1017.9,6.9
통영,2024-01-18 1:00,8.7,0.9,50,81,9.1,5.6,1017.4,7
통영,2024-01-18 2:00,10.5,1.2,320,92,11.6,9.2,1017,7.5
통영,2024-01-18 3:00,11.4,1.3,290,86,11.6,9.1,1016.7,7.8
통영,2024-01-18 4:00,12.1,2.5,270,84,11.8,9.4,1016.3,8.5
통영,2024-01-18 5:00,12.6,1.8,290,84,12.2,9.9,1015.9,9
통영,2024-01-18 6:00,12.3,1.6,20,86,12.3,10,1016,9.1
통영,2024-01-18 7:00,12.4,1.5,320,86,12.4,10.1,1016.2,9.2
통영,2024-01-18 8:00,12.5,2,360,86,12.4,10.2,1016,9.5
통영,2024-01-18 9:00,13,2.8,270,84,12.5,10.3,1016.5,10.6
통영,2024-01-18 10:00,12.9,1.7,320,84,12.4,10.2,1016.9,11.4
통영,2024-01-18 11:00,13.4,0.3,0,82,12.5,10.3,1016.9,12.8
통영,2024-01-18 12:00,12.5,1.5,160,87,12.5,10.3,1016.3,12.6
통영,2024-01-18 13:00,12.8,0.2,0,84,12.4,10.1,1015.9,12.8
통영,2024-01-18 14:00,12.2,0,0,90,12.8,10.6,1015.6,12.1
통영,2024-01-18 15:00,12.2,0.9,50,93,13.1,11,1016.1,12.3
통영,2024-01-18 16:00,11.5,1.7,50,94,12.7,10.5,1016.4,11.3
통영,2024-01-18 17:00,10.6,0.3,0,93,11.9,9.5,1017.2,10.4
통영,2024-01-18 18:00,9.7,2.6,50,92,11,8.4,1018.4,9.7
통영,2024-01-18 19:00,8.7,3.1,50,94,10.5,7.7,1019.4,9
통영,2024-01-18 20:00,8,1.9,50,92,9.8,6.7,1020.1,8.4
통영,2024-01-18 21:00,8.3,2.1,70,89,9.7,6.5,1020.4,8.1
통영,2024-01-18 22:00,8.4,2.7,70,85,9.3,6,1020.5,7.9
통영,2024-01-18 23:00,8.3,3.6,50,82,9,5.4,1021.1,7.6
통영,2024-01-19 0:00,8.1,3.4,70,78,8.4,4.4,1021.5,7.3
통영,2024-01-19 1:00,7.6,3.2,50,79,8.2,4.1,1021.7,7
통영,2024-01-19 2:00,7.3,3.4,70,80,8.1,4,1022,6.7
통영,2024-01-19 3:00,7.4,3,70,74,7.6,3,1022.2,6.5
통영,2024-01-19 4:00,7.3,2.3,70,70,7.1,2.1,1022.3,6.3
통영,2024-01-19 5:00,7,2.1,70,73,7.3,2.4,1022.4,6.2
통영,2024-01-19 6:00,7.1,2,90,71,7.1,2.1,1022.8,6.1
통영,2024-01-19 7:00,7.1,2.9,70,70,7,1.9,1023.4,5.9
통영,2024-01-19 8:00,6.9,2.5,90,73,7.2,2.3,1023.6,6.1
통영,2024-01-19 9:00,7.1,2.9,70,73,7.3,2.5,1024,7.2
통영,2024-01-19 10:00,7.2,2.2,90,70,7.1,2,1024.5,7.9
통영,2024-01-19 11:00,7.6,2.3,20,65,6.8,1.4,1024.4,9.1
통영,2024-01-19 12:00,7.8,2.7,20,64,6.8,1.4,1023.9,9.4
통영,2024-01-19 13:00,7.9,2.1,70,64,6.8,1.4,1023,9.3
통영,2024-01-19 14:00,8.1,1.8,50,62,6.7,1.2,1022.6,9.3
통영,2024-01-19 15:00,8.4,2.8,50,61,6.7,1.3,1022.3,9.5
통영,2024-01-19 16:00,8.1,2.2,50,63,6.8,1.4,1022.2,9.1
통영,2024-01-19 17:00,7.8,2.6,50,64,6.8,1.4,1022.3,7.9
통영,2024-01-19 18:00,7.5,2.4,50,66,6.8,1.5,1022.5,6.6
통영,2024-01-19 19:00,7.4,3.2,50,69,7.1,2,1022.9,6.5
통영,2024-01-19 20:00,7.5,1.6,320,70,7.2,2.3,1023.1,6.5
통영,2024-01-19 21:00,7.2,4.5,50,72,7.3,2.4,1022.9,6.4
통영,2024-01-19 22:00,7.3,3.3,50,72,7.3,2.5,1023.1,6.3
통영,2024-01-19 23:00,7.4,4.8,50,74,7.6,3,1022.6,6.4
통영,2024-01-20 0:00,7.7,1.5,320,76,8,3.7,1022.8,6.5
통영,2024-01-20 1:00,8.1,2.3,20,74,8,3.7,1022.5,6.6
통영,2024-01-20 2:00,7.9,3.6,50,74,7.8,3.5,1022.4,6.6
통영,2024-01-20 3:00,8.2,2.2,50,74,8,3.8,1022.2,6.7
통영,2024-01-20 4:00,8,1.8,50,77,8.2,4.2,1021.4,6.7
통영,2024-01-20 5:00,7.4,2,20,82,8.4,4.5,1021.1,6.7
통영,2024-01-20 6:00,7.4,2.2,20,83,8.5,4.6,1020.8,6.6
통영,2024-01-20 7:00,7.6,3,50,81,8.4,4.5,1020.7,6.6
통영,2024-01-20 8:00,7.8,2.3,50,80,8.4,4.5,1020.7,6.8
통영,2024-01-20 9:00,8.1,3.4,50,78,8.4,4.4,1020.7,7.3
통영,2024-01-20 10:00,8.4,2.8,70,79,8.7,4.9,1020.3,8.1
통영,2024-01-20 11:00,8.2,3,50,84,9.1,5.6,1020,8.1
통영,2024-01-20 12:00,7.6,2.9,50,89,9.2,5.8,1019.1,8.2
통영,2024-01-20 13:00,7.4,3.8,70,90,9.2,5.8,1017.4,8.5
통영,2024-01-20 14:00,7.4,2.8,70,90,9.2,5.8,1016.7,8.4
통영,2024-01-20 15:00,7.2,3.8,50,90,9.1,5.6,1016.4,8.1
통영,2024-01-20 16:00,7,3.4,50,90,9,5.4,1016.3,7.6
통영,2024-01-20 17:00,6.8,4,70,90,8.8,5.2,1016.3,7.3
통영,2024-01-20 18:00,6.3,5.5,50,94,8.9,5.3,1016.3,6.9
통영,2024-01-20 19:00,6,5.3,50,93,8.7,4.9,1016.2,6.5
통영,2024-01-20 20:00,5.7,5.2,50,93,8.5,4.6,1016.6,6.3
통영,2024-01-20 21:00,5.3,4.8,50,92,8.1,4,1016.5,6
통영,2024-01-20 22:00,5.1,4.8,50,92,8.1,3.9,1016.6,5.7
통영,2024-01-20 23:00,4.9,3.7,50,92,8,3.7,1016.6,5.7
통영,2024-01-21 0:00,4.9,3.8,50,92,8,3.7,1016.5,5.5
통영,2024-01-21 1:00,5,2.7,50,91,7.9,3.6,1016.5,5.5
통영,2024-01-21 2:00,4.7,2,50,91,7.7,3.3,1016.5,4.9
통영,2024-01-21 3:00,5,3,50,89,7.7,3.3,1016.3,4.8
통영,2024-01-21 4:00,5.2,3.1,50,87,7.7,3.2,1016.2,4.9
통영,2024-01-21 5:00,5.4,1.4,70,86,7.7,3.2,1016.9,4.8
통영,2024-01-21 6:00,5.6,3,50,85,7.7,3.2,1017.2,5.1
통영,2024-01-21 7:00,5.4,2.9,50,85,7.6,3,1017.8,4.7
통영,2024-01-21 8:00,5.7,2.6,50,84,7.7,3.2,1018.4,5.2
통영,2024-01-21 9:00,6.5,2,20,82,7.9,3.6,1019.4,7
통영,2024-01-21 10:00,7.1,3.4,50,76,7.6,3.1,1020.2,8.9
통영,2024-01-21 11:00,7.8,2.4,50,74,7.8,3.4,1020.3,10.5
통영,2024-01-21 12:00,8.7,3,50,69,7.7,3.3,1019.5,12.5
통영,2024-01-21 13:00,10.3,3.4,50,65,8.1,3.9,1018.7,14.4
통영,2024-01-21 14:00,10.9,4.4,50,60,7.8,3.4,1018,12.9
통영,2024-01-21 15:00,10,3.3,50,64,7.8,3.4,1018.6,13
통영,2024-01-21 16:00,9.4,2.2,70,65,7.6,3.1,1019.1,11.3
통영,2024-01-21 17:00,8.8,0.9,50,70,7.9,3.6,1019.9,9.9
통영,2024-01-21 18:00,8,2,50,76,8.1,4,1020.4,8.9
통영,2024-01-21 19:00,7.7,1.2,50,79,8.2,4.2,1020.5,8.5
통영,2024-01-21 20:00,7.5,2.2,50,83,8.5,4.7,1020.7,8.2
통영,2024-01-21 21:00,7.5,3.2,50,82,8.5,4.6,1020.3,7.9
통영,2024-01-21 22:00,7.3,2.2,20,83,8.4,4.5,1020.2,7.7
통영,2024-01-21 23:00,7.2,2.4,20,83,8.4,4.4,1020.1,7.5
통영,2024-01-22 0:00,6.6,2.6,50,91,8.8,5.2,1019.6,7.4
통영,2024-01-22 1:00,6.2,2.2,20,95,9,5.4,1019.6,7.3
통영,2024-01-22 2:00,5.7,3.4,340,90,8.2,4.1,1019.6,6.7
통영,2024-01-22 3:00,5.1,3.7,20,90,7.8,3.5,1019.3,6.2
통영,2024-01-22 4:00,4.7,3.4,20,87,7.4,2.7,1018.8,5.9
통영,2024-01-22 5:00,4,4.4,320,87,7.1,2,1018.9,5.4
통영,2024-01-22 6:00,3.4,4.9,20,82,6.4,0.6,1018.8,4.5
통영,2024-01-22 7:00,1.8,5.4,20,74,5.2,-2.3,1019,2.4
통영,2024-01-22 8:00,1,4.7,20,65,4.3,-4.8,1019.5,1.2
통영,2024-01-22 9:00,1.4,3.3,20,61,4.1,-5.3,1020.2,2.6
통영,2024-01-22 10:00,1.4,5.6,20,59,4,-5.7,1020.2,3.4
통영,2024-01-22 11:00,2.4,3.7,360,53,3.8,-6.2,1019.9,8.1
통영,2024-01-22 12:00,2.5,6.5,20,47,3.5,-7.6,1019.4,9.2
통영,2024-01-22 13:00,2.5,5.9,340,46,3.4,-7.9,1019,7.6
통영,2024-01-22 14:00,2.2,5.5,320,44,3.1,-8.8,1018.5,7.2
통영,2024-01-22 15:00,2.6,5.7,20,40,3,-9.6,1018.8,5.3
통영,2024-01-22 16:00,1.3,3.7,360,37,2.5,-11.8,1019.4,3.6
통영,2024-01-22 17:00,0.2,4.6,50,40,2.5,-11.8,1020.3,1.7
통영,2024-01-22 18:00,-1.1,4.4,20,40,2.3,-13,1021,0.4
통영,2024-01-22 19:00,-1.7,4.9,20,42,2.3,-12.9,1021.7,0.1
통영,2024-01-22 20:00,-2.6,4.4,50,45,2.3,-12.9,1021.7,-0.8
통영,2024-01-22 21:00,-3.2,4.3,50,46,2.2,-13.2,1022.5,-1.6
통영,2024-01-22 22:00,-3.6,3.4,340,47,2.2,-13.3,1022.5,-2.3
통영,2024-01-22 23:00,-4.4,3.3,50,49,2.2,-13.5,1022.2,-2.8
통영,2024-01-23 0:00,-4.6,4.2,20,49,2.1,-13.7,1021.9,-3.4
통영,2024-01-23 1:00,-4.8,3.4,20,47,2,-14.4,1022,-4
통영,2024-01-23 2:00,-4.9,3.8,340,49,2.1,-13.9,1022,-4.4
통영,2024-01-23 3:00,-5,3.3,360,48,2,-14.3,1022,-4.7
통영,2024-01-23 4:00,-5.4,4,20,51,2.1,-13.9,1021.5,-5.1
통영,2024-01-23 5:00,-5.5,3.8,360,51,2.1,-14,1021.3,-5.5
통영,2024-01-23 6:00,-5.9,3.9,50,51,2,-14.4,1021.4,-5.9
통영,2024-01-23 7:00,-6.3,3,20,52,2,-14.5,1021.6,-6.3
통영,2024-01-23 8:00,-6.9,2.8,20,56,2,-14.2,1021.7,-6.4
통영,2024-01-23 9:00,-5.3,3.5,20,47,1.9,-14.8,1021.9,-5.3
통영,2024-01-23 10:00,-3.3,4,20,45,2.2,-13.5,1021.7,-3.3
통영,2024-01-23 11:00,-1.7,4.7,20,38,2.1,-14.1,1021.1,0.4
통영,2024-01-23 12:00,-1.4,4.6,320,37,2,-14.2,1019.7,2.7
통영,2024-01-23 13:00,-0.3,4.4,320,36,2.2,-13.5,1018.4,2.5
통영,2024-01-23 14:00,-0.3,5.8,320,38,2.3,-12.9,1017.3,1.9
통영,2024-01-23 15:00,-0.7,6,290,39,2.3,-12.9,1016.8,0.8
통영,2024-01-23 16:00,-1.2,7.4,320,41,2.3,-12.8,1017,0.3
통영,2024-01-23 17:00,-2.3,6.4,320,43,2.2,-13.2,1017.3,-0.2
통영,2024-01-23 18:00,-2.9,5.9,320,44,2.2,-13.4,1017.8,-1.5
통영,2024-01-23 19:00,-3.5,4.8,20,40,1.9,-15.1,1018.4,-2.3
통영,2024-01-23 20:00,-4.2,4.8,20,44,2,-14.6,1018.7,-3.3
통영,2024-01-23 21:00,-4.9,2.8,20,49,2.1,-13.9,1018.9,-4.2
통영,2024-01-23 22:00,-5,4.4,50,48,2,-14.3,1019.2,-4.8
통영,2024-01-23 23:00,-5.7,2.6,20,49,2,-14.7,1019.4,-5.4
통영,2024-01-24 0:00,-5.4,3.1,20,49,2,-14.4,1019.4,-5.7
통영,2024-01-24 1:00,-5.5,3.5,20,49,2,-14.5,1019,-6.3
통영,2024-01-24 2:00,-5.7,2.1,70,49,2,-14.7,1019.2,-6.6
통영,2024-01-24 3:00,-6,1.7,50,51,2,-14.5,1019.3,-7
통영,2024-01-24 4:00,-4.7,4.3,20,47,2,-14.3,1019.2,-6.6
통영,2024-01-24 5:00,-5.3,1.3,360,51,2.1,-13.8,1019.3,-7.1
통영,2024-01-24 6:00,-5.6,1.2,110,52,2.1,-13.9,1019.2,-7.6
통영,2024-01-24 7:00,-5.4,3.2,50,54,2.2,-13.2,1019.7,-7.7
통영,2024-01-24 8:00,-4.7,1.4,340,48,2.1,-14,1020.2,-7.2
통영,2024-01-24 9:00,-3.3,3.7,20,48,2.3,-12.7,1020.4,-5.5
통영,2024-01-24 10:00,-1,3.9,50,43,2.4,-12,1020.7,-2.9
